Date,Time,Location,Airline/Op,Aboard,Fatalities,Summary
1964,7, Louisana,Commercial Air Taxi,2,2,The helicopter overshot the landing pad and crashed into the water. Pilot operated carelessly. Improper in-flight decisions and planning.
1964,20, Montana,Frontier Airlines,5,5,"Struck a ridge while approaching Miles City in sleet and freezing rain while on a VOR instrument approach. The descent below obstructing terrain, for reasons undetermined, during an instrument approach in adverse weather conditions."
1964,7, North Carolina,Commercial Air Taxi,3,3,The aircraft suffered engine failure in flight and crashed. Carburetor icing. Improper emergency procedures. Alcohol impairment.
1964,22, Italy,Alitalia,45,45,The plane crashed during  final approach. Failure to discontinue visual approach in the absence of minimum visibility conditions required for the type of maneuvers involved. Abnormally wide initiation of down wind leg which brought the aircraft along an unsafe path in relation to the terrain in the area.
1964,6,North PacifiOcean,Private - Facilities Management Co.,9,9,"Disappeared while en route, 1,120 nm W of San Francisco, after the pilot reported in had a bad fire in the No. 2 engine."
1964,, Somalia,Aden Airways,15,15,
1964,19, Saudi Arabia,Middle East Airlines,49,49,"Crashed into the sea, 4 nm off shore while on approach to Dhahran Airport."
1964,15, Alaska,Wein Alaska Airlines Inc.,2,2,Flew into whiteout conditions and crashed.  ATC did not advise of unsafe weather conditions.
1964,6, California,PacifiAir Lines,44,44,"The aircraft went into a steep dive and crashed 26 miles from it destinatiion of San Francisco Internatiional Airport. The last message which had to be obtained through laboratory analysis was 'Skipper's shot.  We've been shot.  I was trying to help.'  Francisco Gonzales, a passenger, who had told several people he was going to kill himself, shot both the pilot and co-pilot. Gonzales, 27, a former member of the Philippine yachting team at the 1960 Olympics, had purchased life insurance policies totaling $105,000 prior to the flight."
1964,, Panama,Military - Argentine Air Force,10,10,
1964,20, Peru,Fuerza Aérea Argentina,49,46,Crashed into a sand dune while attempting to land at Lima in heavy fog. Improper IFR procedures by the crew
1964,19, Philippines,Military - U.S. Air Force,84,79,"While attempting to land at Clark Air Force Base, the aircraft contacted the perimeter fence, 3,500 ft. from the threshold of the runway, causing the plane to clip the tower and crash 300 ft. left of the runway center line."
1964,10,Philippines,Philippine Air Lines,11,11,
1964,,,VASP,3,3,
1964,21, Texas,Commercial Air Taxi,3,3,Continued VFR flight into IFR conditions. Pilot error. Exercised poor judgement.
1964,,,Saudi Arabian Airlines,2,2,Crashed into the Red Sea.
1964,22, Massachusetts,Private - Air Taxi,5,2,The plane undershot the runway and crashed while attempting to land IFR at Barnes Airport in low ceiling and fog. Improper IFR operation. Senator Edward 'Ted' Kennedy critically injured. Kennedy's aid Edward Moss and the pilot killed.
1964,17, Taiwan,Civil Air Transport,57,57,The plane crashed on takeoff into a rice paddy at San Chiao Village north northeast of the airport. The pilot discovered the left engine was overspeeding and made an abrupt left turn to land at Kung-Kuan Military Air Base. During the turn he lost control and crashed into mountains.
1964,4, Spain,TASSA,28,1,Both engines failed and the plane ditched 1 mile offshore and sank.
1964,5, Virginia,Commercial Air Taxi,5,5,Collided with trees when it failed to gain altitude. Pilot error. Gust locks engaged.
1964,12, Tennessee,United Air Lines,53,1,"While climbing to cruise altitude the plane hit turbulence, downdrafts and updrafts. One passenger's seat belt  failed, killing the passenger."
1964,18, Tennesee,United Air Lines,39,39,"The plane crashed 2 miles northeast of Parrottsville after experiencing an uncontrollable fire of unknown origin which started below the passenger floor and eventually involved the passenger cabin. One passenger died after free-falling out of the No. 4 emergency escape window of the plane in an attempt to escape the onboard fire. The ignition source was never determined, but it is thought the plane's battery or something in a passenger's luggage caused the fire.  Testing revealed lethal amounts of CO2 could be discharged into the cockpit instead of the lower baggage compartment. The plane was seen flying erratically and the fire eventually burned through the controls.  It is likely the crew was unconscious by then."
1964,2, Nevada,Commercial Air Taxi,3,3,Crashed into mountains. Pilot deviated from direct course and got lost.
1964,18, Virginia,Eastern Air Lines,76,0,"Landed 17 feet short of the runway threshold, tore off the landing gear, slid and caught fire. Pilot misjudged altitude and distance and undershot during landing."
1964,16, Tennesee,Private,2,2,"The aircraft crashed during an intense rainstorm into dense woods 6.5 miles south of the Nashville airport,  while on a return trip from Batesville Arkansas. It took searchers 2 days to find the wreckage. Country western singer Jim Reeves, 40, and his manager, Dean Manuel were killed. Reeves was piloting the plane and was 2 minutes from touchdown when he apparently lost visual reference with the ground and experienced spatial disorientation. Pilot error. VFR flight into adverse weather conditions."
1964,12, Alaska,Commercial Air Taxi,3,3,"Pilot  was transporting fishing party to Willow. Suffered spatial disorientation, plane stalled on final approach. Pilot not instrument rated."
1964,1, Massachusetts,Wiggins Airways,2,2,Crashed after an uncontrolled descent. Reasons unknown.
1964,,Near Tipuani (Bolivia,Servicios Aéreos Cochabamba,4,4,Struck Huayna Hill in poor weather. he flight was conducted in IMC conditions at an altitude unsafe for operations of that nature through the Huayna Pass.
1964,, Russia,Aeroflot,87,87,"After insisting on and getting a direct approach without completing a standard traffipattern, the airliner crashed into a wooded hillside. The controller lacked the radar with which to monitor the flight. Blame was placed on both the crew of the airliner and the ATC. Lack of radar facilities. Premature descent. Inexperience with the area and poor flight planning."
1964,16, Brazil,VASP,39,39,Crashed into Mt. Nova. Deviated off course for unknown reasons.
1964,19, Thailand,Military - Royal Thai Air Force,34,28,Struck a tree and crashed during a nighttime landing attempt.
1964,17, Colombia,AVIANCA,2,2,"The cargo plane touched down, bounced twice, climbed and crashed. Improperly loaded cargo."
1964,5,Near Trevelez,Union des Transportes Aeriens,80,80,"About an hour and a half after departing Palma de Mallorca the airliner crashed into Mt. Alcazaba, 20 miles SSE of Granada. Cause unknown."
1964,, Ethiopia,Interocean,7,1,The cargo plane left the runway and crashed while landing.
1964,, Romania,Tarom,32,32,Crashed into mountains 60 miles west of Sibu.
1964,9, Arizona,Commercial Air Taxi,2,2,Collided with wires while landing. Pilot error.  Failed to see and avoid objects or obstructions.
1964,11, Yugoslavia,Military - Soviet Air Force,33,33,"Instructed to land at Belgrade from the west, the aircraft was too low and off course when it hit Avala Hill, 600 ft. below the peak, exploding in flames."
1964,11, Colorado,Mustang Aviati,5,5,Crashed while en route after pilot continued VFR flight into adverse weather conditions.
1964,20, Nevada,Bonanza Airlines,29,29,"The aircraft crashed  into rising terrain 9.7 miles south southwest of MCarran Field in a snowstorm during an approach to the airport. Captain's misinterpretation of approach charts leading to premature descent below obstructing terrain. After years of legal court battles, a U.S. District Court Judge concluded that the landing charts provided by Jeppesen were the main cause of the accident."
1964,,Off Argentia,Military - U.S. Navy,10,10,Crashed into the ocean while on maneuvers.
1964,21, Sweden,Linjefyg,43,31,Descended prematurely struck the ground 2 km short of  the runway. Crew mistook lights perpendicular to the runway for runway lights and descended prematurely.
1964,13, Italy,Trans World Airlines,73,50,The captain decided to abort the takeoff after the No. 4 engine pressure ratio read zero thrust and the amber warning light indicating thrust reversal of No. 2 engine came on. The speed was below V1. The aircraft continued to travel past the runway limit and the No. 4 engine struck a steam roller. The aircraft burst into flames. Malfunction of the No. 2 engine reverse thruster. The malfunction allowed in the development of forward thrust by No. 2 engine even though all four levers were in the reverse position.
1964,19, Zaire,Air Congo,14,6,"While taking off, the aircraft struck an empty fuel drum on the runway which tore away the right stabilizer. The plane lifted off the ground but lost control and crashed."
